,name,mass,fall,year,reclat,reclong,GeoLocation
306,Forsbach,240.0,Fell,1900.0,50.95,7.31667,"(50.950000, 7.316670)"
307,Forsyth,16300.0,Fell,1829.0,33.01667,-83.96667,"(33.016670, -83.966670)"
309,Frankfort (stone),650.0,Fell,1868.0,34.48333,-87.83333,"(34.483330, -87.833330)"
310,Fuhe,23000.0,Fell,1945.0,31.47556,113.56694,"(31.475560, 113.566940)"
311,Fukutomi,11620.0,Fell,1882.0,33.18333,130.2,"(33.183330, 130.200000)"
313,Futtehpur,4000.0,Fell,1822.0,25.95,80.81667,"(25.950000, 80.816670)"
314,Fuyang,2500.0,Fell,1977.0,32.9,115.9,"(32.900000, 115.900000)"
315,Galapian,132.7,Fell,1826.0,44.3,0.4,"(44.300000, 0.400000)"
316,Galim (a),36.1,Fell,1952.0,7.05,12.43333,"(7.050000, 12.433330)"
317,Galim (b),28.0,Fell,1952.0,7.05,12.43333,"(7.050000, 12.433330)"
318,Galkiv,5000.0,Fell,1995.0,51.68333,30.78333,"(51.683330, 30.783330)"
319,Gambat,6400.0,Fell,1897.0,27.35,68.53333,"(27.350000, 68.533330)"
321,Garhi Yasin,380.0,Fell,1917.0,27.88333,68.53333,"(27.883330, 68.533330)"
322,Garland,102.0,Fell,1950.0,41.68333,-112.13333,"(41.683330, -112.133330)"
323,Gashua,4162.0,Fell,1984.0,12.85,11.03333,"(12.850000, 11.033330)"
325,Geidam,725.0,Fell,1950.0,12.91667,11.91667,"(12.916670, 11.916670)"
326,Gifu,14290.0,Fell,1909.0,35.53333,136.88333,"(35.533330, 136.883330)"
327,Girgenti,18000.0,Fell,1853.0,37.31667,13.56667,"(37.316670, 13.566670)"
328,Git-Git,480.0,Fell,1947.0,9.6,9.91667,"(9.600000, 9.916670)"
329,Glanerbrug,670.0,Fell,1990.0,52.2,6.86667,"(52.200000, 6.866670)"
330,Glanggang,1303.0,Fell,1939.0,-7.25,107.7,"(-7.250000, 107.700000)"
331,Glasatovo,152000.0,Fell,1918.0,57.35,37.61667,"(57.350000, 37.616670)"
332,Glatton,767.0,Fell,1991.0,52.45972,-0.3,"(52.459720, -0.300000)"
333,Gnadenfrei,1750.0,Fell,1879.0,50.66667,16.76667,"(50.666670, 16.766670)"
334,Gopalpur,1600.0,Fell,1865.0,24.23333,89.05,"(24.233330, 89.050000)"
335,Gorlovka,3618.0,Fell,1974.0,48.28333,38.08333,"(48.283330, 38.083330)"
336,Granes,9000.0,Fell,1964.0,42.9,2.25,"(42.900000, 2.250000)"
337,Grefsheim,45.5,Fell,1976.0,60.66667,11.0,"(60.666670, 11.000000)"
338,Grimsby,215.0,Fell,2009.0,43.2,-79.61667,"(43.200000, -79.616670)"
339,Grosnaja,3500.0,Fell,1861.0,43.66667,45.38333,"(43.666670, 45.383330)"
340,Gross-Divina,10500.0,Fell,1837.0,49.26667,18.71667,"(49.266670, 18.716670)"
341,Grossliebenthal,8000.0,Fell,1881.0,46.35,30.58333,"(46.350000, 30.583330)"
342,Grüneberg,1000.0,Fell,1841.0,51.93333,15.5,"(51.933330, 15.500000)"
343,Grzempach,690.0,Fell,1910.0,52.86667,16.63333,"(52.866670, 16.633330)"
344,Gualeguaychú,22000.0,Fell,1932.0,-33.0,-58.61667,"(-33.000000, -58.616670)"
345,Guangmingshan,2910.0,Fell,1996.0,39.80417,122.76389,"(39.804170, 122.763890)"
347,Guangrao,1900.0,Fell,1980.0,37.1,118.4,"(37.100000, 118.400000)"
348,Guareña,39000.0,Fell,1892.0,38.73333,-6.01667,"(38.733330, -6.016670)"
349,Guêa,1915.0,Fell,1891.0,43.76667,20.23333,"(43.766670, 20.233330)"
350,Guibga,288.0,Fell,1972.0,13.5,-0.68333,"(13.500000, -0.683330)"
351,Guidder,968.0,Fell,1949.0,9.91667,13.98333,"(9.916670, 13.983330)"
352,Gujargaon,2449.0,Fell,1982.0,22.98333,76.05,"(22.983330, 76.050000)"
353,Gujba,100000.0,Fell,1984.0,11.49167,11.65833,"(11.491670, 11.658330)"
354,Gumoschnik,5700.0,Fell,1904.0,42.9,24.7,"(42.900000, 24.700000)"
355,Gurram Konda,28.0,Fell,1814.0,13.78333,78.56667,"(13.783330, 78.566670)"
356,Gursum,34650.0,Fell,1981.0,9.36667,42.41667,"(9.366670, 42.416670)"
357,Gütersloh,1000.0,Fell,1851.0,51.91667,8.38333,"(51.916670, 8.383330)"
358,Gyokukei,1320.0,Fell,1930.0,35.0,127.5,"(35.000000, 127.500000)"
359,Hachi-oji,0.2,Fell,1817.0,35.65,139.33333,"(35.650000, 139.333330)"
360,Hainaut,9000.0,Fell,1934.0,50.31667,3.73333,"(50.316670, 3.733330)"
361,Hallingeberg,1456.0,Fell,1944.0,57.81667,16.23333,"(57.816670, 16.233330)"
362,Hamlet,3710.0,Fell,1959.0,41.38333,-86.6,"(41.383330, -86.600000)"
363,Haraiya,1000.0,Fell,1878.0,26.8,82.53333,"(26.800000, 82.533330)"
364,Haripura,315.0,Fell,1921.0,28.38333,75.78333,"(28.383330, 75.783330)"
365,Harleton,8360.0,Fell,1961.0,32.675,-94.51167,"(32.675000, -94.511670)"
366,Harrison County,680.0,Fell,1859.0,38.25,-86.16667,"(38.250000, -86.166670)"
367,Hashima,1110.6,Fell,1910.0,35.2945,136.70033,"(35.294500, 136.700330)"
368,Hassi-Jekna,1250.0,Fell,1890.0,28.95,0.81667,"(28.950000, 0.816670)"
369,Hatford,29000.0,Fell,1628.0,51.65,-1.51667,"(51.650000, -1.516670)"
370,Haverö,1544.0,Fell,1971.0,60.24556,22.06194,"(60.245560, 22.061940)"
371,Hedeskoga,3500.0,Fell,1922.0,55.46667,13.78333,"(55.466670, 13.783330)"
372,Hedjaz,6100.0,Fell,1910.0,27.33333,35.66667,"(27.333330, 35.666670)"
373,Heredia,1000.0,Fell,1857.0,10.0,-84.1,"(10.000000, -84.100000)"
374,Hessle,20000.0,Fell,1869.0,59.85,17.66667,"(59.850000, 17.666670)"
375,Higashi-koen,750.0,Fell,1897.0,33.6,130.43333,"(33.600000, 130.433330)"
376,High Possil,4500.0,Fell,1804.0,55.9,-4.23333,"(55.900000, -4.233330)"
377,Hiroshima,414.0,Fell,2003.0,34.45,132.38333,"(34.450000, 132.383330)"
378,Hoima,167.7,Fell,2003.0,1.345,31.47278,"(1.345000, 31.472780)"
379,Hökmark,305.5,Fell,1954.0,64.43333,21.2,"(64.433330, 21.200000)"
380,Holbrook,220000.0,Fell,1912.0,34.9,-110.18333,"(34.900000, -110.183330)"
381,Holetta,1415.0,Fell,1923.0,9.06667,38.41667,"(9.066670, 38.416670)"
382,Homestead,230000.0,Fell,1875.0,41.8,-91.86667,"(41.800000, -91.866670)"
383,Honolulu,2420.0,Fell,1825.0,21.3,-157.86667,"(21.300000, -157.866670)"
384,Hotse,180.0,Fell,1956.0,35.66667,115.5,"(35.666670, 115.500000)"
385,Hoxie,266.1,Fell,1963.0,39.35,-100.45,"(39.350000, -100.450000)"
386,Hraschina,49000.0,Fell,1751.0,46.1,16.33333,"(46.100000, 16.333330)"
387,Huaxi,1600.0,Fell,2010.0,26.46469,106.63241,"(26.464690, 106.632410)"
388,Hungen,112.0,Fell,1877.0,50.3,8.91667,"(50.300000, 8.916670)"
389,Hvittis,14000.0,Fell,1901.0,61.18333,22.68333,"(61.183330, 22.683330)"
390,Ibbenbüren,2000.0,Fell,1870.0,52.28333,7.7,"(52.283330, 7.700000)"
391,Ibitira,2500.0,Fell,1957.0,-20.0,-45.0,"(-20.000000, -45.000000)"
393,Ichkala,3973.0,Fell,1936.0,58.2,82.93333,"(58.200000, 82.933330)"
394,Idutywa,3457.0,Fell,1956.0,-32.1,28.33333,"(-32.100000, 28.333330)"
395,Iguaracu,1200.0,Fell,1977.0,-23.2,-51.83333,"(-23.200000, -51.833330)"
396,Ijopega,7330.0,Fell,1975.0,-6.03333,145.36667,"(-6.033330, 145.366670)"
397,Indarch,27000.0,Fell,1891.0,39.75,46.66667,"(39.750000, 46.666670)"
398,Independence,880.0,Fell,1917.0,39.08333,-94.4,"(39.083330, -94.400000)"
399,Inner Mongolia,3000.0,Fell,1963.0,41.0,112.0,"(41.000000, 112.000000)"
400,Innisfree,4576.0,Fell,1977.0,53.415,-111.3375,"(53.415000, -111.337500)"
401,Ipiranga,7000.0,Fell,1972.0,-25.5,-54.5,"(-25.500000, -54.500000)"
402,Ishinga,1300.0,Fell,1954.0,-8.93333,33.8,"(-8.933330, 33.800000)"
403,Isthilart,3050.0,Fell,1928.0,-31.18333,-57.95,"(-31.183330, -57.950000)"
404,Itapicuru-Mirim,2024.0,Fell,1879.0,-3.4,-44.33333,"(-3.400000, -44.333330)"
405,Itqiy,4720.0,Fell,1990.0,26.59083,-12.95217,"(26.590830, -12.952170)"
406,Ivuna,704.5,Fell,1938.0,-8.41667,32.43333,"(-8.416670, 32.433330)"
407,Jackalsfontein,48000.0,Fell,1903.0,-32.5,21.9,"(-32.500000, 21.900000)"
408,Jajh deh Kot Lalu,973.0,Fell,1926.0,26.75,68.41667,"(26.750000, 68.416670)"
410,Jalandhar,1967.0,Fell,1621.0,31.0,75.0,"(31.000000, 75.000000)"
411,Jamkheir,22.0,Fell,1866.0,18.75,75.33333,"(18.750000, 75.333330)"
412,Jartai,20500.0,Fell,1979.0,39.7,105.8,"(39.700000, 105.800000)"
413,Jelica,34000.0,Fell,1889.0,43.83333,20.44167,"(43.833330, 20.441670)"
415,Jesenice,3667.0,Fell,2009.0,46.42137,14.05217,"(46.421370, 14.052170)"
416,Jhung,5900.0,Fell,1873.0,31.3,72.38333,"(31.300000, 72.383330)"
417,Jiange,222.0,Fell,1964.0,31.91667,104.91667,"(31.916670, 104.916670)"
418,Jianshi,600000.0,Fell,1890.0,30.80833,109.5,"(30.808330, 109.500000)"
419,Jilin,4000000.0,Fell,1976.0,44.05,126.16667,"(44.050000, 126.166670)"
420,Jodiya,100.0,Fell,2006.0,22.68,70.31333,"(22.680000, 70.313330)"
421,Jodzie,30.0,Fell,1877.0,55.7,24.4,"(55.700000, 24.400000)"
422,Johnstown,40300.0,Fell,1924.0,40.35,-104.9,"(40.350000, -104.900000)"
423,Jolomba,483.0,Fell,1974.0,-11.85,15.83333,"(-11.850000, 15.833330)"
424,Jonzac,5000.0,Fell,1819.0,45.43333,-0.45,"(45.433330, -0.450000)"
425,Juancheng,100000.0,Fell,1997.0,35.5,115.41667,"(35.500000, 115.416670)"
426,Judesegeri,680.0,Fell,1876.0,12.85,76.8,"(12.850000, 76.800000)"
427,Jumapalo,32490.0,Fell,1984.0,-7.71667,111.2,"(-7.716670, 111.200000)"
428,Junan,950.0,Fell,1976.0,35.2,118.8,"(35.200000, 118.800000)"
429,Juromenha,25250.0,Fell,1968.0,38.74028,-7.27,"(38.740280, -7.270000)"
430,Juvinas,91000.0,Fell,1821.0,44.71667,4.3,"(44.716670, 4.300000)"
431,Kaba,3000.0,Fell,1857.0,47.35,21.3,"(47.350000, 21.300000)"
432,Kabo,13400.0,Fell,1971.0,11.85,8.21667,"(11.850000, 8.216670)"
433,Kadonah,89.0,Fell,1822.0,27.08333,78.33333,"(27.083330, 78.333330)"
434,Kaee,230.0,Fell,1838.0,27.25,79.96667,"(27.250000, 79.966670)"
435,Kagarlyk,1900.0,Fell,1908.0,49.86667,30.83333,"(49.866670, 30.833330)"
436,Kaidun,2000.0,Fell,1980.0,15.0,48.3,"(15.000000, 48.300000)"
437,Kainsaz,200000.0,Fell,1937.0,55.43333,53.25,"(55.433330, 53.250000)"
438,Kakangari,350.0,Fell,1890.0,12.38333,78.51667,"(12.383330, 78.516670)"
439,Kakowa,577.0,Fell,1858.0,45.13333,21.66667,"(45.133330, 21.666670)"
440,Kalaba,950.0,Fell,1951.0,-6.83333,29.5,"(-6.833330, 29.500000)"
441,Kalumbi,4500.0,Fell,1879.0,17.83333,73.98333,"(17.833330, 73.983330)"
442,Kamalpur,2770.0,Fell,1942.0,26.03333,81.46667,"(26.033330, 81.466670)"
443,Kamiomi,448.0,Fell,1913.0,36.04167,139.95667,"(36.041670, 139.956670)"
444,Kamsagar,1293.0,Fell,1902.0,14.18333,75.8,"(14.183330, 75.800000)"
445,Kandahar (Afghanistan),299.0,Fell,1959.0,31.6,65.78333,"(31.600000, 65.783330)"
446,Kangean,1630.0,Fell,1908.0,-7.0,115.5,"(-7.000000, 115.500000)"
447,Kangra Valley,400.0,Fell,1897.0,32.08333,76.3,"(32.083330, 76.300000)"
448,Kapoeta,11355.0,Fell,1942.0,4.7,33.63333,"(4.700000, 33.633330)"
449,Kaprada,1600.0,Fell,2004.0,20.33916,73.22329,"(20.339160, 73.223290)"
450,Kaptal-Aryk,3500.0,Fell,1937.0,42.45,73.36667,"(42.450000, 73.366670)"
451,Karakol,3000.0,Fell,1840.0,47.21667,81.01667,"(47.216670, 81.016670)"
452,Karatu,2220.0,Fell,1963.0,-3.5,35.58333,"(-3.500000, 35.583330)"
453,Karewar,180.0,Fell,1949.0,12.9,7.15,"(12.900000, 7.150000)"
454,Karkh,22000.0,Fell,1905.0,27.8,67.16667,"(27.800000, 67.166670)"
455,Karloowala,2950.0,Fell,1955.0,31.58333,71.6,"(31.583330, 71.600000)"
456,Karoonda,41730.0,Fell,1930.0,-35.08333,139.91667,"(-35.083330, 139.916670)"
457,Kasamatsu,710.0,Fell,1938.0,35.36667,136.76667,"(35.366670, 136.766670)"
458,Kasauli,16820.0,Fell,2003.0,29.58333,77.58333,"(29.583330, 77.583330)"
459,Katagum,1500.0,Fell,1999.0,11.33333,10.08333,"(11.333330, 10.083330)"
460,Kavarpura,6800.0,Fell,2006.0,25.14333,75.81333,"(25.143330, 75.813330)"
461,Kayakent,85000.0,Fell,1961.0,39.26333,31.78,"(39.263330, 31.780000)"
462,Kediri,3300.0,Fell,1940.0,-7.75,112.01667,"(-7.750000, 112.016670)"
463,Kemer,5760.0,Fell,2008.0,36.54194,29.41822,"(36.541940, 29.418220)"
464,Kendleton,6937.0,Fell,1939.0,29.45,-96.0,"(29.450000, -96.000000)"
465,Kendrapara,6669.2,Fell,2003.0,20.4625,86.70278,"(20.462500, 86.702780)"
466,Kerilis,5000.0,Fell,1874.0,48.4,-3.3,"(48.400000, -3.300000)"
467,Kernouve,80000.0,Fell,1869.0,48.11667,-3.08333,"(48.116670, -3.083330)"
468,Kesen,135000.0,Fell,1850.0,38.98333,141.61667,"(38.983330, 141.616670)"
469,Khairpur,13600.0,Fell,1873.0,29.53333,72.3,"(29.533330, 72.300000)"
470,Khanpur,3698.0,Fell,1932.0,25.55,83.11667,"(25.550000, 83.116670)"
471,Kharkov,1500.0,Fell,1787.0,50.625,35.075,"(50.625000, 35.075000)"
472,Kheragur,450.0,Fell,1860.0,26.95,77.88333,"(26.950000, 77.883330)"
473,Khetri,100.0,Fell,1867.0,28.01667,75.81667,"(28.016670, 75.816670)"
474,Khmelevka,6109.0,Fell,1929.0,56.75,75.33333,"(56.750000, 75.333330)"
475,Khohar,9700.0,Fell,1910.0,25.1,81.53333,"(25.100000, 81.533330)"
476,Khor Temiki,3200.0,Fell,1932.0,16.0,36.0,"(16.000000, 36.000000)"
477,Kidairat,100000.0,Fell,1983.0,14.0,28.0,"(14.000000, 28.000000)"
478,Kiel,737.6,Fell,1962.0,54.4,10.15,"(54.400000, 10.150000)"
479,Kiffa,1500.0,Fell,1970.0,16.58333,-11.33333,"(16.583330, -11.333330)"
480,Kijima (1906),331.0,Fell,1906.0,36.85,138.38333,"(36.850000, 138.383330)"
481,Kikino,195.0,Fell,1809.0,55.0,34.0,"(55.000000, 34.000000)"
482,Kilabo,19000.0,Fell,2002.0,12.76667,9.8,"(12.766670, 9.800000)"
483,Kilbourn,772.0,Fell,1911.0,43.58333,-89.6,"(43.583330, -89.600000)"
484,Killeter,140.0,Fell,1844.0,54.66667,-7.66667,"(54.666670, -7.666670)"
485,Kingai,67.4,Fell,1967.0,11.63333,24.68333,"(11.633330, 24.683330)"
486,Kirbyville,97.7,Fell,1906.0,30.75,-95.95,"(30.750000, -95.950000)"
487,Kisvarsány,1550.0,Fell,1914.0,48.16667,22.30833,"(48.166670, 22.308330)"
488,Kitchener,202.6,Fell,1998.0,43.38333,-80.38333,"(43.383330, -80.383330)"
489,Klein-Wenden,3250.0,Fell,1843.0,51.6,10.8,"(51.600000, 10.800000)"
490,Knyahinya,500000.0,Fell,1866.0,48.9,22.4,"(48.900000, 22.400000)"
491,Kobe,136.0,Fell,1999.0,34.73333,135.16667,"(34.733330, 135.166670)"
492,Kokubunji,11510.0,Fell,1986.0,34.3,133.95,"(34.300000, 133.950000)"
493,Komagome,238.0,Fell,1926.0,35.73333,139.75,"(35.733330, 139.750000)"
494,Konovo,90.0,Fell,1931.0,42.51667,26.16667,"(42.516670, 26.166670)"
495,Košice,4300.0,Fell,2010.0,48.76367,21.17633,"(48.763670, 21.176330)"
496,Krähenberg,16500.0,Fell,1869.0,49.32694,7.46472,"(49.326940, 7.464720)"
497,Krasnoi-Ugol,2440.0,Fell,1829.0,54.03333,40.9,"(54.033330, 40.900000)"
498,Krasnyi Klyuch,4000.0,Fell,1946.0,54.33333,56.08333,"(54.333330, 56.083330)"
499,Krutikha,845.2,Fell,1906.0,56.8,77.0,"(56.800000, 77.000000)"
500,Krymka,50000.0,Fell,1946.0,47.83333,30.76667,"(47.833330, 30.766670)"
501,Kukschin,2250.0,Fell,1938.0,51.15,31.7,"(51.150000, 31.700000)"
502,Kulak,453.6,Fell,1961.0,30.73111,66.80222,"(30.731110, 66.802220)"
503,Kuleschovka,6000.0,Fell,1811.0,50.75,33.5,"(50.750000, 33.500000)"
504,Kulp,3719.0,Fell,1906.0,41.11667,45.0,"(41.116670, 45.000000)"
505,Kunashak,200000.0,Fell,1949.0,55.78333,61.36667,"(55.783330, 61.366670)"
506,Kunya-Urgench,1100000.0,Fell,1998.0,42.25,59.2,"(42.250000, 59.200000)"
507,Kushiike,4460.0,Fell,1920.0,37.05,138.38333,"(37.050000, 138.383330)"
508,Kusiali,5.0,Fell,1860.0,29.68333,78.38333,"(29.683330, 78.383330)"
509,Kutais,23.0,Fell,1977.0,44.51667,39.3,"(44.516670, 39.300000)"
510,Kuttippuram,45000.0,Fell,1914.0,10.83333,76.03333,"(10.833330, 76.033330)"
511,Kuznetzovo,4047.0,Fell,1932.0,55.2,75.33333,"(55.200000, 75.333330)"
512,Kyushu,45000.0,Fell,1886.0,32.03333,130.63333,"(32.033330, 130.633330)"
513,La Bécasse,2800.0,Fell,1879.0,47.08333,1.75,"(47.083330, 1.750000)"
514,La Charca,399.0,Fell,1878.0,20.66667,-101.28333,"(20.666670, -101.283330)"
515,La Colina,2000.0,Fell,1924.0,-37.33333,-61.53333,"(-37.333330, -61.533330)"
516,La Criolla,45000.0,Fell,1985.0,-31.23333,-58.16667,"(-31.233330, -58.166670)"
517,Laborel,3833.0,Fell,1871.0,44.28333,5.58333,"(44.283330, 5.583330)"
518,Lahrauli,900.0,Fell,1955.0,26.78333,82.71667,"(26.783330, 82.716670)"
519,L'Aigle,37000.0,Fell,1803.0,48.76667,0.63333,"(48.766670, 0.633330)"
520,Lakangaon,212.5,Fell,1910.0,21.86667,76.03333,"(21.866670, 76.033330)"
521,Lalitpur,372.0,Fell,1887.0,24.45,78.56667,"(24.450000, 78.566670)"
522,Lancé,51700.0,Fell,1872.0,47.7,1.06667,"(47.700000, 1.066670)"
523,Lancon,7000.0,Fell,1897.0,43.75,5.11667,"(43.750000, 5.116670)"
524,Långhalsen,2300.0,Fell,1947.0,58.85,16.73333,"(58.850000, 16.733330)"
525,Lanxi,1282.0,Fell,1986.0,46.24167,126.19611,"(46.241670, 126.196110)"
526,Lanzenkirchen,7000.0,Fell,1925.0,47.75,16.23333,"(47.750000, 16.233330)"
527,Laochenzhen,14250.0,Fell,1987.0,33.13333,115.16667,"(33.133330, 115.166670)"
528,Launton,1060.0,Fell,1830.0,51.9,-1.11667,"(51.900000, -1.116670)"
529,Lavrentievka,800.0,Fell,1938.0,52.45,51.56667,"(52.450000, 51.566670)"
530,Le Pressoir,3000.0,Fell,1845.0,47.16667,0.43333,"(47.166670, 0.433330)"
531,Le Teilleul,780.0,Fell,1845.0,48.53333,-0.86667,"(48.533330, -0.866670)"
532,Leedey,51500.0,Fell,1943.0,35.88333,-99.33333,"(35.883330, -99.333330)"
533,Leeuwfontein,460.0,Fell,1912.0,-25.66667,28.36667,"(-25.666670, 28.366670)"
534,Leighlinbridge,271.4,Fell,1999.0,52.66667,-6.96667,"(52.666670, -6.966670)"
535,Leighton,877.0,Fell,1907.0,34.58333,-87.5,"(34.583330, -87.500000)"
536,Leonovka,700.0,Fell,1900.0,52.26667,32.85,"(52.266670, 32.850000)"
537,Les Ormes,125.0,Fell,1857.0,48.35,3.25,"(48.350000, 3.250000)"
538,Lesves,2000.0,Fell,1896.0,50.36667,4.73333,"(50.366670, 4.733330)"
539,Lichtenberg,4000.0,Fell,1973.0,-26.15,26.18333,"(-26.150000, 26.183330)"
540,Lillaverke,6862.0,Fell,1930.0,56.65,15.86667,"(56.650000, 15.866670)"
541,Limerick,50000.0,Fell,1813.0,52.56667,-8.78333,"(52.566670, -8.783330)"
542,Linum,1862.0,Fell,1854.0,52.75,12.9,"(52.750000, 12.900000)"
543,Lishui,498.0,Fell,1978.0,31.63333,118.98333,"(31.633330, 118.983330)"
544,Lissa,12800.0,Fell,1808.0,50.2,14.85,"(50.200000, 14.850000)"
545,Little Piney,491.0,Fell,1839.0,37.91667,-92.08333,"(37.916670, -92.083330)"
546,Lixna,5213.0,Fell,1820.0,56.0,26.43333,"(56.000000, 26.433330)"
547,Lodran,1000.0,Fell,1868.0,29.53333,71.8,"(29.533330, 71.800000)"
548,Lohawat,40000.0,Fell,1994.0,26.96556,72.62667,"(26.965560, 72.626670)"
549,Lorton,329.7,Fell,2010.0,38.70066,-77.21163,"(38.700660, -77.211630)"
550,Los Martinez,25.0,Fell,1894.0,38.0,-0.83333,"(38.000000, -0.833330)"
551,Lost City,17000.0,Fell,1970.0,36.00833,-95.15,"(36.008330, -95.150000)"
552,Louisville,1300.0,Fell,1977.0,38.25,-85.75,"(38.250000, -85.750000)"
553,Łowicz,59000.0,Fell,1935.0,52.0,19.91667,"(52.000000, 19.916670)"
554,Lua,9241.0,Fell,1926.0,24.95,75.15,"(24.950000, 75.150000)"
555,Lucé,3500.0,Fell,1768.0,47.85,0.48333,"(47.850000, 0.483330)"
556,Lumpkin,340.0,Fell,1869.0,32.03333,-84.76667,"(32.033330, -84.766670)"
557,Lunan,2520.0,Fell,1980.0,24.8,103.3,"(24.800000, 103.300000)"
558,Lundsgård,11000.0,Fell,1889.0,56.21667,13.03333,"(56.216670, 13.033330)"
559,Luotolax,885.0,Fell,1813.0,61.2,27.7,"(61.200000, 27.700000)"
560,Luponnas,14000.0,Fell,1753.0,46.21667,5.0,"(46.216670, 5.000000)"
562,Mabwe-Khoywa,540.0,Fell,1937.0,19.0,97.0,"(19.000000, 97.000000)"
563,Macau,1500.0,Fell,1836.0,-5.2,-36.66667,"(-5.200000, -36.666670)"
564,Machinga,93200.0,Fell,1981.0,-15.21222,35.24222,"(-15.212220, 35.242220)"
565,Macibini,1995.0,Fell,1936.0,-28.83333,31.95,"(-28.833330, 31.950000)"
566,Madhipura,1000.0,Fell,1950.0,25.91667,86.36667,"(25.916670, 86.366670)"
567,Madiun,400.0,Fell,1935.0,-7.75,111.53333,"(-7.750000, 111.533330)"
568,Madrid,400.0,Fell,1896.0,40.41667,-3.71667,"(40.416670, -3.716670)"
569,Mafra,600.0,Fell,1941.0,-26.16667,-49.93333,"(-26.166670, -49.933330)"
570,Magnesia,5000.0,Fell,1899.0,37.86667,27.51667,"(37.866670, 27.516670)"
571,Magombedze,666.6,Fell,1990.0,-19.48333,31.65,"(-19.483330, 31.650000)"
572,Mahadevpur,70500.0,Fell,2007.0,27.66667,95.78333,"(27.666670, 95.783330)"
573,Maigatari-Danduma,4629.0,Fell,2004.0,12.83333,9.38333,"(12.833330, 9.383330)"
574,Malaga,150.0,Fell,1933.0,32.21667,-104.0,"(32.216670, -104.000000)"
575,Malakal,2000.0,Fell,1970.0,9.5,31.75,"(9.500000, 31.750000)"
576,Malampaka,470.0,Fell,1930.0,-3.13333,33.51667,"(-3.133330, 33.516670)"
578,Malvern,807.0,Fell,1933.0,-29.45,26.76667,"(-29.450000, 26.766670)"
579,Mamra Springs,1000.0,Fell,1927.0,45.21667,62.08333,"(45.216670, 62.083330)"
580,Manbhoom,1700.0,Fell,1863.0,23.05,86.7,"(23.050000, 86.700000)"
581,Manegaon,50.0,Fell,1843.0,20.96667,76.1,"(20.966670, 76.100000)"
582,Mangwendi,22300.0,Fell,1934.0,-17.65,31.6,"(-17.650000, 31.600000)"
583,Manych,3555.0,Fell,1951.0,45.81667,44.63333,"(45.816670, 44.633330)"
584,Mardan,4500.0,Fell,1948.0,34.23333,72.08333,"(34.233330, 72.083330)"
586,Mariaville,340.0,Fell,1898.0,42.71667,-99.38333,"(42.716670, -99.383330)"
587,Maribo,25.81,Fell,2009.0,54.76183,11.46745,"(54.761830, 11.467450)"
588,Maridi,3200.0,Fell,1941.0,4.66667,29.25,"(4.666670, 29.250000)"
589,Marilia,2500.0,Fell,1971.0,-22.25,-49.93333,"(-22.250000, -49.933330)"
590,Marion (Iowa),28400.0,Fell,1847.0,41.9,-91.6,"(41.900000, -91.600000)"
591,Marjalahti,45000.0,Fell,1902.0,61.5,30.5,"(61.500000, 30.500000)"
592,Marmande,3000.0,Fell,1848.0,44.5,0.15,"(44.500000, 0.150000)"
593,Maromandia,6000.0,Fell,2002.0,-14.2,48.1,"(-14.200000, 48.100000)"
594,Maryville,1443.0,Fell,1983.0,35.8,-84.1,"(35.800000, -84.100000)"
595,Mascombes,1000.0,Fell,1836.0,45.36667,1.86667,"(45.366670, 1.866670)"
597,Mässing,1600.0,Fell,1803.0,48.13333,12.61667,"(48.133330, 12.616670)"
598,Mauerkirchen,19000.0,Fell,1768.0,48.18333,13.13333,"(48.183330, 13.133330)"
599,Mauritius,220.0,Fell,1801.0,-20.0,57.0,"(-20.000000, 57.000000)"
600,Mayo Belwa,4850.0,Fell,1974.0,8.96667,12.08333,"(8.966670, 12.083330)"
601,Mazapil,4000.0,Fell,1885.0,24.68333,-101.68333,"(24.683330, -101.683330)"
602,Maziba,4975.0,Fell,1942.0,-1.21667,30.0,"(-1.216670, 30.000000)"
603,Mbale,150000.0,Fell,1992.0,1.06667,34.16667,"(1.066670, 34.166670)"
604,Medanitos,31.0,Fell,1953.0,-27.25,-67.5,"(-27.250000, -67.500000)"
605,Meerut,22.0,Fell,1861.0,29.01667,77.8,"(29.016670, 77.800000)"
606,Meester-Cornelis,24750.0,Fell,1915.0,-6.23333,106.88333,"(-6.233330, 106.883330)"
607,Menow,10500.0,Fell,1862.0,53.18333,13.15,"(53.183330, 13.150000)"
608,Menziswyl,28.9,Fell,1903.0,46.81867,7.21817,"(46.818670, 7.218170)"
609,Mern,4000.0,Fell,1878.0,55.05,12.06667,"(55.050000, 12.066670)"
611,Merua,71400.0,Fell,1920.0,25.48333,81.98333,"(25.483330, 81.983330)"
612,Messina,2405.0,Fell,1955.0,38.18333,15.56667,"(38.183330, 15.566670)"
613,Meuselbach,870.0,Fell,1897.0,50.58333,11.1,"(50.583330, 11.100000)"
614,Mezel,1300.0,Fell,1949.0,45.76667,3.25,"(45.766670, 3.250000)"
615,Mezö-Madaras,22700.0,Fell,1852.0,46.5,25.73333,"(46.500000, 25.733330)"
616,Mhow,350.0,Fell,1827.0,25.9,83.61667,"(25.900000, 83.616670)"
617,Mianchi,1100.0,Fell,1980.0,34.8,111.7,"(34.800000, 111.700000)"
